network_data,network_parity,local_data,local_parity,throughput
10,2,30,5,1421.30641
10,2,30,6,1358.066301
10,2,30,7,1240.235012
10,2,30,8,1160.513026
10,2,30,9,1094.013051
10,2,30,10,988.10893
10,2,31,1,3885.488462
10,2,31,2,2710.008704
10,2,31,3,1953.449935
10,2,31,4,1695.068821
10,2,31,5,1483.004276
10,2,31,6,1312.852523
10,2,31,7,1205.08821
10,2,31,8,1158.588915
10,2,31,9,1023.764178
10,2,31,10,940.563308
10,2,32,1,3634.988811
10,2,32,2,2555.930782
10,2,32,3,1869.247393
10,2,32,4,1651.015963
10,2,32,5,1488.707512
10,2,32,6,1336.194355
10,2,32,7,1171.152757
10,2,32,8,1127.328602
10,2,32,9,971.366617
10,2,32,10,963.793914
10,2,33,1,3286.943349
10,2,33,2,2314.222218
10,2,33,3,1866.12305
10,2,33,4,1681.454384
10,2,33,5,1478.966711
10,2,33,6,1348.85368
10,2,33,7,1144.849773
10,2,33,8,1076.800908
10,2,33,9,1011.642526
10,2,33,10,970.062671
10,2,34,1,3050.959886
10,2,34,2,2188.64064
10,2,34,3,1775.031392
10,2,34,4,1601.897303
10,2,34,5,1290.97503
10,2,34,6,1295.22319
10,2,34,7,1115.493614
10,2,34,8,1033.213557
10,2,34,9,963.538517
10,2,34,10,906.995854
10,2,35,1,2853.564126
10,2,35,2,2210.066416
10,2,35,3,1783.745903
10,2,35,4,1610.53602
10,2,35,5,1430.332228
10,2,35,6,1307.024185
10,2,35,7,1101.694611
10,2,35,8,1037.838254
10,2,35,9,988.384554
10,2,35,10,930.795925
10,2,36,1,2792.021401
10,2,36,2,2194.237818
10,2,36,3,1716.422513
10,2,36,4,1679.443445
10,2,36,5,1363.207469
10,2,36,6,1325.905001
10,2,36,7,1065.920089
10,2,36,8,1049.31202
10,2,36,9,985.729816
10,2,36,10,943.830717
10,2,37,1,2688.449541
10,2,37,2,2164.489511
10,2,37,3,1750.674959
10,2,37,4,1636.030033
10,2,37,5,1402.776071
10,2,37,6,1252.38283
10,2,37,7,1071.629712
10,2,37,8,1023.794792
10,2,37,9,947.090949
10,2,37,10,920.617377
10,2,38,1,2789.158558
10,2,38,2,2151.349535
10,2,38,3,1769.481303
10,2,38,4,1660.734793
10,2,38,5,1425.056646
10,2,38,6,1292.411734
10,2,38,7,1085.756784
10,2,38,8,995.877554
10,2,38,9,980.014161
10,2,38,10,936.864625
10,2,39,1,2706.956383
10,2,39,2,2104.109034
10,2,39,3,1744.768065
10,2,39,4,1641.094202
10,2,39,5,1378.608036
10,2,39,6,1290.543661
10,2,39,7,1056.244886
10,2,39,8,970.532891
10,2,39,9,940.412665
10,2,39,10,934.246874
10,2,40,1,2738.989215
10,2,40,2,2112.05535
10,2,40,3,1802.530553
10,2,40,4,1590.882673
10,2,40,5,1321.503606
10,2,40,6,1293.260226
10,2,40,7,1075.301708
10,2,40,8,1017.888429
10,2,40,9,951.331309
10,2,40,10,931.465853
10,2,41,1,2796.446144
10,2,41,2,2191.166215
10,2,41,3,1857.762432
10,2,41,4,1705.180358
10,2,41,5,1437.466068
10,2,41,6,1328.201304
10,2,41,7,1099.511571
10,2,41,8,1006.133852
10,2,41,9,981.120039
10,2,41,10,960.596538
10,2,42,1,2733.017608
10,2,42,2,2111.935569
10,2,42,3,1825.045553
10,2,42,4,1652.991172
10,2,42,5,1407.221784
10,2,42,6,1289.322659
10,2,42,7,1074.201682
10,2,42,8,1009.9379
10,2,42,9,925.635588
10,2,42,10,904.954916
10,2,43,1,2668.795962
10,2,43,2,2077.960731
10,2,43,3,1783.455133
10,2,43,4,1601.215033
10,2,43,5,1291.382282
10,2,43,6,1262.808398
10,2,43,7,1057.26219
10,2,43,8,986.963871
10,2,43,9,910.730866
10,2,43,10,881.853232
10,2,44,1,2703.87526
10,2,44,2,2145.548681
10,2,44,3,1866.909104
10,2,44,4,1623.763609
10,2,44,5,1421.013798
10,2,44,6,1302.752521
10,2,44,7,1042.173124
10,2,44,8,1014.839566
10,2,44,9,948.391307
10,2,44,10,933.342457
10,2,45,1,2726.330685
10,2,45,2,2106.83514
10,2,45,3,1821.84751
10,2,45,4,1645.54871
10,2,45,5,1389.247548
10,2,45,6,1282.028345
10,2,45,7,1072.030074
10,2,45,8,1009.558361
10,2,45,9,956.820633
10,2,45,10,914.051983
10,2,46,1,2800.202884
10,2,46,2,2172.490738
10,2,46,3,1867.192368
10,2,46,4,1684.07497
10,2,46,5,1377.173068
10,2,46,6,1311.087828
10,2,46,7,1076.106531
10,2,46,8,1048.277622
10,2,46,9,945.853046
10,2,46,10,943.833491
10,2,47,1,2676.099214
10,2,47,2,2135.212516
10,2,47,3,1846.831542
10,2,47,4,1645.824021
10,2,47,5,1402.097561
10,2,47,6,1299.58729
10,2,47,7,1042.837788
10,2,47,8,1014.844698
10,2,47,9,959.794787
10,2,47,10,924.468852
10,2,48,1,2676.518819
10,2,48,2,2093.653005
10,2,48,3,1796.302804
10,2,48,4,1613.849249
10,2,48,5,1359.158832
10,2,48,6,1245.420269
10,2,48,7,1012.363562
10,2,48,8,991.511025
10,2,48,9,936.280011
10,2,48,10,897.364345
10,2,49,1,2713.059997
10,2,49,2,2205.228638
10,2,49,3,1874.933087
10,2,49,4,1671.566807
10,2,49,5,1424.675493
10,2,49,6,1312.975869
10,2,49,7,1083.916519
10,2,49,8,1019.152879
10,2,49,9,962.04546
10,2,49,10,930.639455
10,2,50,1,2705.496401
10,2,50,2,2149.416219
10,2,50,3,1786.26625
10,2,50,4,1620.087674
10,2,50,5,1371.238446
10,2,50,6,1275.998762
10,2,50,7,1056.044098
10,2,50,8,1002.715082
10,2,50,9,947.381499
10,2,50,10,910.350634
5,1,1,1,4205.761879
5,1,1,2,2705.016437
5,1,1,3,2105.344147
5,1,1,4,1778.433358
5,1,1,5,1511.246989
5,1,1,6,1324.740724
5,1,1,7,1128.133389
5,1,1,8,1001.119107
5,1,1,9,902.24577
5,1,1,10,811.709265
5,1,2,1,4853.184697
5,1,2,2,3844.053711
5,1,2,3,3070.819065
5,1,2,4,2773.404988
5,1,2,5,2443.911064
5,1,2,6,2121.960805
5,1,2,7,1878.48234
5,1,2,8,1745.138082
5,1,2,9,1597.570589
5,1,2,10,1451.822195
5,1,3,1,5129.312252
5,1,3,2,4339.894744
5,1,3,3,3804.34612
5,1,3,4,3349.485976
5,1,3,5,3038.756408
5,1,3,6,2706.290284
5,1,3,7,2381.572514
5,1,3,8,2172.119462
5,1,3,9,2019.78466
5,1,3,10,1866.742814
5,1,4,1,5071.01185
5,1,4,2,4567.714815
5,1,4,3,4098.33074
5,1,4,4,3754.993292
5,1,4,5,3306.57109
5,1,4,6,2987.918132
5,1,4,7,2519.814934
5,1,4,8,2327.065777
5,1,4,9,2158.509
5,1,4,10,2013.060686
5,1,5,1,5105.331395
5,1,5,2,4531.088127
5,1,5,3,4254.925419
5,1,5,4,3778.926179
5,1,5,5,3391.499696
5,1,5,6,2832.91826
5,1,5,7,2416.659692
5,1,5,8,2314.079411
5,1,5,9,2108.472992
5,1,5,10,1951.8855
5,1,6,1,5032.182579
5,1,6,2,4666.09824
5,1,6,3,4136.367167
5,1,6,4,3690.750927
5,1,6,5,3063.842148
5,1,6,6,2691.471093
5,1,6,7,2340.134228
5,1,6,8,1956.64517
5,1,6,9,1971.117624
5,1,6,10,1853.96816
5,1,7,1,5172.715852
5,1,7,2,4490.995308
5,1,7,3,3805.038928
5,1,7,4,3358.194365
5,1,7,5,3007.195479
5,1,7,6,2654.48219
5,1,7,7,2271.302502
5,1,7,8,2063.442507
5,1,7,9,1795.35641
5,1,7,10,1709.914043
5,1,8,1,4827.854963
5,1,8,2,4236.741378
5,1,8,3,3747.335805
5,1,8,4,3309.596353
5,1,8,5,3030.817044
5,1,8,6,2860.520324
5,1,8,7,2309.223337
5,1,8,8,1981.904943
5,1,8,9,1852.149537
5,1,8,10,1753.549258
5,1,9,1,4767.097422
5,1,9,2,4242.910823
5,1,9,3,3726.017771
5,1,9,4,3332.016031
5,1,9,5,3240.654946
5,1,9,6,3287.679298
5,1,9,7,2355.481226
5,1,9,8,2091.366595
5,1,9,9,1914.714252
5,1,9,10,1893.041187
5,1,10,1,4706.962711
5,1,10,2,4069.598234
5,1,10,3,3819.301095
5,1,10,4,3637.184164
5,1,10,5,3635.643424
5,1,10,6,3301.454843
5,1,10,7,2321.723943
5,1,10,8,2232.324075
5,1,10,9,2254.237215
5,1,10,10,2222.594983
5,1,11,1,4772.509435
5,1,11,2,4302.762386
5,1,11,3,3888.873173
5,1,11,4,3939.628401
5,1,11,5,3653.769849
5,1,11,6,3179.272938
5,1,11,7,2367.256025
5,1,11,8,2449.695202
5,1,11,9,2283.563245
5,1,11,10,2225.864025
5,1,12,1,4756.964363
5,1,12,2,4403.654074
5,1,12,3,4290.007891
5,1,12,4,3827.177443
5,1,12,5,3481.902926
5,1,12,6,3009.094999
5,1,12,7,2364.111254
5,1,12,8,2351.624821
5,1,12,9,2219.829336
5,1,12,10,2127.867785
5,1,13,1,4835.591228
5,1,13,2,4685.230648
5,1,13,3,4166.197473
5,1,13,4,3771.680868
5,1,13,5,3382.889455
5,1,13,6,2978.950458
5,1,13,7,2324.559195
5,1,13,8,2244.594537
5,1,13,9,2078.994318
5,1,13,10,1988.489815
5,1,14,1,5080.394604
5,1,14,2,4548.487964
5,1,14,3,4048.365383
5,1,14,4,3500.458247
5,1,14,5,3233.428358
5,1,14,6,2897.31891
5,1,14,7,2334.241442
5,1,14,8,2173.18321
5,1,14,9,2078.556602
5,1,14,10,1848.374795
5,1,15,1,4902.698035
5,1,15,2,4384.41897
5,1,15,3,3848.3008
5,1,15,4,3513.316547
5,1,15,5,3164.828718
5,1,15,6,2841.76392
5,1,15,7,2241.667834
5,1,15,8,2076.381213
5,1,15,9,1957.693728
5,1,15,10,1928.297015
5,1,16,1,4836.336807
5,1,16,2,4319.821056
5,1,16,3,3836.674497
5,1,16,4,3480.01874
5,1,16,5,3179.137539
5,1,16,6,2763.481135
5,1,16,7,2251.156652
5,1,16,8,2066.919803
5,1,16,9,1924.223025
5,1,16,10,1804.586615
5,1,17,1,4870.568385
5,1,17,2,4254.404446
5,1,17,3,3736.983017
5,1,17,4,3364.728491
5,1,17,5,2937.472221
5,1,17,6,2685.337668
5,1,17,7,2089.57605
5,1,17,8,2016.07812
5,1,17,9,1898.729196
5,1,17,10,1778.848144
5,1,18,1,4693.501981
5,1,18,2,4158.232399
5,1,18,3,3537.114133
5,1,18,4,3288.850298
5,1,18,5,2981.362834
5,1,18,6,2567.877073
5,1,18,7,2112.27101
5,1,18,8,1843.681669
5,1,18,9,1774.43393
5,1,18,10,1726.843713
5,1,19,1,4613.235793
5,1,19,2,4126.00776
5,1,19,3,3619.278152
5,1,19,4,3280.016388
5,1,19,5,2992.768701
5,1,19,6,2587.766203
5,1,19,7,2055.511881
5,1,19,8,1889.759815
5,1,19,9,1783.215555
5,1,19,10,1704.332069
5,1,20,1,4719.795496
5,1,20,2,4126.944243
5,1,20,3,3568.373094
5,1,20,4,3305.418727
5,1,20,5,3043.844015
5,1,20,6,2737.52322
5,1,20,7,2100.144537
5,1,20,8,1924.843942
5,1,20,9,1897.515465
5,1,20,10,1721.5449
5,1,21,1,4547.33942
5,1,21,2,4075.515614
5,1,21,3,3546.038815
5,1,21,4,3202.806983
5,1,21,5,2921.977433
5,1,21,6,2559.393153
5,1,21,7,1996.83182
5,1,21,8,1894.758604
5,1,21,9,1747.286875
5,1,21,10,1699.418782
5,1,22,1,4406.779673
5,1,22,2,4044.591258
5,1,22,3,3443.642391
5,1,22,4,3210.978611
5,1,22,5,2920.39221
5,1,22,6,2556.504133
5,1,22,7,2001.48458
5,1,22,8,1822.878688
5,1,22,9,1712.399659
5,1,22,10,1659.308842
5,1,23,1,4369.160426
5,1,23,2,3965.392886
5,1,23,3,3515.426938
5,1,23,4,3159.49164
5,1,23,5,2887.618427
5,1,23,6,2507.619032
5,1,23,7,1985.310517
5,1,23,8,1803.410403
5,1,23,9,1696.301723
5,1,23,10,1754.098881
5,1,24,1,4413.573264
5,1,24,2,3903.571463
5,1,24,3,3472.8315
5,1,24,4,3130.623931
5,1,24,5,2795.215223
5,1,24,6,2485.644877
5,1,24,7,1896.031591
5,1,24,8,1845.539711
5,1,24,9,1701.801096
5,1,24,10,1591.792367
5,1,25,1,4312.975709
5,1,25,2,3900.660647
5,1,25,3,3256.333171
5,1,25,4,2853.244233
5,1,25,5,2512.681811
5,1,25,6,2171.735728
5,1,25,7,1724.148026
5,1,25,8,1599.208608
5,1,25,9,1522.852911
5,1,25,10,1503.725721
5,1,26,1,4147.032215
5,1,26,2,3644.133757
5,1,26,3,3150.534186
5,1,26,4,2805.557311
5,1,26,5,2425.000947
5,1,26,6,2182.799147
5,1,26,7,1572.108141
5,1,26,8,1432.145339
5,1,26,9,1487.841566
5,1,26,10,1422.531728
5,1,27,1,4072.649656
5,1,27,2,3652.244776
5,1,27,3,3124.913822
5,1,27,4,2787.710246
5,1,27,5,2434.737589
5,1,27,6,1690.768778
5,1,27,7,1419.850194
5,1,27,8,1353.08112
5,1,27,9,1287.904314
5,1,27,10,1195.199933
5,1,28,1,4028.227815
5,1,28,2,3555.711807
5,1,28,3,3001.733914
5,1,28,4,2700.999836
5,1,28,5,1738.054768
5,1,28,6,1374.896064
5,1,28,7,1197.509516
5,1,28,8,1123.426537
5,1,28,9,1070.991385
5,1,28,10,1037.756353
5,1,29,1,4125.268518
5,1,29,2,3387.342964
5,1,29,3,2938.642037
5,1,29,4,1929.803501
5,1,29,5,1452.641261
5,1,29,6,1353.52513
5,1,29,7,1198.744678
5,1,29,8,1114.81448
5,1,29,9,1056.580739
5,1,29,10,995.297377
5,1,30,1,3971.421911
5,1,30,2,3445.244874
5,1,30,3,2124.635287
5,1,30,4,1672.192829
5,1,30,5,1459.856257
5,1,30,6,1320.813767
5,1,30,7,1185.589228
5,1,30,8,1107.423343
5,1,30,9,1018.855247
5,1,30,10,942.043935
5,1,31,1,3969.290412
5,1,31,2,2602.012519
5,1,31,3,1882.082994
5,1,31,4,1651.05821
5,1,31,5,1457.25206
5,1,31,6,1320.05494
5,1,31,7,1152.522942
5,1,31,8,1076.002749
5,1,31,9,989.556643
5,1,31,10,933.766648
5,1,32,1,3655.754485
5,1,32,2,2353.31292
5,1,32,3,1810.508804
5,1,32,4,1597.414005
5,1,32,5,1424.234553
5,1,32,6,1291.619114
5,1,32,7,1098.247883
5,1,32,8,1034.482046
5,1,32,9,974.802344
5,1,32,10,931.70256
